transaction_id,timestamp,amount_gbp,hour_of_day,days_since_last_txn,velocity_1hr,merchant_category,location_match,card_present,account_age_months,prev_fraud_flag,distance_from_home_km,device_match,ip_country_match,is_fraud
TXN0045303,2024-08-07 15:04:34,12.56,9,7,5,online_retail,home_city,1,21,0,37.8,1,0,0
TXN0045304,2024-08-07 15:06:42,96.29,12,28,4,grocery,home_city,1,112,0,80.2,1,1,0
TXN0045305,2024-08-07 15:11:46,23.12,10,10,1,online_retail,home_city,0,71,0,15.3,1,1,0
TXN0045306,2024-08-07 15:12:01,61.07,21,27,1,atm_withdrawal,home_city,1,24,0,8.8,1,0,0
TXN0045307,2024-08-07 15:13:35,93.33,6,16,1,online_retail,home_city,1,6,0,51.7,1,0,0
TXN0045308,2024-08-07 15:24:58,279.74,7,12,5,restaurant,home_city,1,19,0,130.9,1,1,0
TXN0045309,2024-08-07 15:27:55,23.16,6,29,2,grocery,domestic,1,21,0,13.6,1,1,0
TXN0045310,2024-08-07 15:34:16,108.88,12,2,1,travel,online_only,1,97,0,194.9,1,1,0
TXN0045311,2024-08-07 15:35:21,64.38,18,2,1,grocery,home_city,1,108,0,166.4,1,1,0
TXN0045312,2024-08-07 15:36:40,26.79,10,23,2,online_retail,home_city,1,39,0,118.4,1,1,0
TXN0045313,2024-08-07 15:43:30,15.22,10,24,5,restaurant,home_city,1,42,0,71.2,1,1,0
TXN0045314,2024-08-07 15:44:13,102.61,15,21,1,restaurant,domestic,1,99,0,4.2,1,1,0
TXN0045315,2024-08-07 15:58:22,138.42,10,4,2,entertainment,international,1,44,0,165.7,1,1,0
TXN0045316,2024-08-07 16:23:07,14.28,5,21,1,restaurant,home_city,1,8,0,20.1,1,1,0
TXN0045317,2024-08-07 16:31:27,14.09,6,16,3,entertainment,home_city,0,107,0,176.0,1,1,0
TXN0045318,2024-08-07 16:42:34,30.33,12,6,1,grocery,online_only,1,119,0,196.1,1,1,0
TXN0045319,2024-08-07 17:01:30,13.28,16,12,1,online_retail,home_city,1,22,0,167.0,1,0,0
TXN0045320,2024-08-07 17:02:27,146.37,10,2,1,restaurant,home_city,1,91,0,194.0,0,1,0
TXN0045321,2024-08-07 17:09:29,641.68,8,1,3,grocery,home_city,1,27,0,35.1,1,1,0
TXN0045322,2024-08-07 17:12:14,23.75,9,3,2,travel,home_city,1,10,0,55.5,1,1,0
TXN0045323,2024-08-07 17:16:25,1.52,8,4,1,online_retail,domestic,1,71,1,188.8,1,1,0
TXN0045324,2024-08-07 17:23:14,59.26,18,22,4,restaurant,domestic,1,31,0,15.2,1,1,0
TXN0045325,2024-08-07 17:24:35,54.8,17,25,1,crypto_exchange,home_city,1,23,0,150.9,1,1,0
TXN0045326,2024-08-07 17:31:41,611.87,17,13,1,grocery,home_city,1,46,0,3.7,1,1,0
TXN0045327,2024-08-07 17:31:58,34.01,13,17,1,restaurant,online_only,1,56,0,148.7,1,1,0
TXN0045328,2024-08-07 17:32:00,118.95,17,9,3,online_retail,home_city,1,66,0,154.2,1,0,0
TXN0045329,2024-08-07 17:49:15,35.78,16,22,2,entertainment,home_city,1,58,0,41.4,1,1,0
TXN0045330,2024-08-07 17:55:21,43.46,11,9,1,restaurant,domestic,0,21,0,180.7,1,1,0
TXN0045331,2024-08-07 18:27:12,33.95,16,13,2,grocery,home_city,0,43,0,41.0,1,1,0
TXN0045332,2024-08-07 18:28:31,78.78,9,2,4,pharmacy,domestic,1,43,0,195.1,0,1,0
TXN0045333,2024-08-07 18:36:30,46.38,10,11,1,grocery,domestic,1,61,0,181.0,1,1,0
TXN0045334,2024-08-07 18:51:47,87.89,10,0,4,crypto_exchange,international,0,17,0,1922.2,0,0,1
TXN0045335,2024-08-07 18:53:09,178.65,18,3,1,travel,home_city,1,99,0,25.6,1,1,0
TXN0045336,2024-08-07 19:05:51,9.07,10,15,1,utilities,domestic,1,20,0,93.5,1,1,0
TXN0045337,2024-08-07 19:27:19,178.61,7,6,4,restaurant,domestic,0,103,0,61.8,1,1,0
TXN0045338,2024-08-07 19:31:38,12.32,12,1,2,luxury_goods,online_only,1,70,0,133.2,1,1,0
TXN0045339,2024-08-07 19:37:59,84.82,12,8,1,online_retail,online_only,1,48,0,8.5,1,1,0
TXN0045340,2024-08-07 19:43:12,67.51,10,28,1,restaurant,home_city,1,38,0,75.9,1,1,0
TXN0045341,2024-08-07 20:01:56,29.03,9,6,1,online_retail,home_city,1,55,0,162.7,1,1,0
TXN0045342,2024-08-07 20:36:39,175.51,6,21,2,travel,home_city,1,111,0,26.1,1,1,0
TXN0045343,2024-08-07 20:38:04,208.03,16,10,1,atm_withdrawal,home_city,1,63,0,158.6,1,1,0
TXN0045344,2024-08-07 20:42:31,7.73,6,2,1,grocery,home_city,1,63,0,168.1,0,1,0
TXN0045345,2024-08-07 20:47:14,16.3,8,25,2,grocery,home_city,1,31,0,168.9,1,1,0
TXN0045346,2024-08-07 20:50:08,10.78,20,23,4,restaurant,domestic,0,99,0,47.6,0,1,0
TXN0045347,2024-08-07 20:50:26,18.16,13,20,1,travel,home_city,1,66,0,196.7,0,1,0
TXN0045348,2024-08-07 20:50:53,20.24,17,17,4,grocery,online_only,1,111,0,13.8,1,1,0
TXN0045349,2024-08-07 20:52:33,44.45,13,29,1,grocery,online_only,1,52,0,67.7,1,1,0
TXN0045350,2024-08-07 21:02:11,104.6,6,24,3,entertainment,domestic,0,28,0,192.1,0,0,0
TXN0045351,2024-08-07 21:14:11,158.99,10,27,3,travel,online_only,1,85,0,134.1,1,1,0
TXN0045352,2024-08-07 21:19:38,19.31,9,6,1,online_retail,online_only,1,77,0,162.3,1,1,0
TXN0045353,2024-08-07 21:19:57,130.03,15,18,1,restaurant,home_city,1,68,0,25.1,0,1,0
TXN0045354,2024-08-07 22:10:57,480.08,8,28,2,online_retail,international,1,9,0,24.2,1,1,0
TXN0045355,2024-08-07 22:12:48,933.27,4,0,16,crypto_exchange,online_only,0,6,1,4550.8,0,0,1
TXN0045356,2024-08-07 22:31:35,120.09,9,7,1,travel,online_only,1,100,0,111.4,1,1,0
TXN0045357,2024-08-07 22:45:25,122.57,3,16,3,luxury_goods,domestic,1,32,0,45.9,1,1,0
TXN0045358,2024-08-07 22:49:35,71.29,15,18,1,atm_withdrawal,international,1,66,0,105.5,1,1,0
TXN0045359,2024-08-07 22:52:12,76.99,11,4,1,online_retail,home_city,0,50,0,52.8,1,1,0
TXN0045360,2024-08-07 22:57:04,134.22,14,10,1,restaurant,home_city,0,49,0,34.0,1,1,0
TXN0045361,2024-08-07 23:12:36,11.18,10,19,4,utilities,home_city,0,54,0,185.5,1,1,0
TXN0045362,2024-08-07 23:20:05,19.91,13,20,2,restaurant,home_city,1,71,0,26.4,1,1,0
TXN0045363,2024-08-07 23:24:41,30.36,16,23,1,online_retail,online_only,1,117,0,129.0,1,1,0
TXN0045364,2024-08-07 23:47:56,46.94,6,18,1,grocery,international,1,23,0,46.0,1,1,0
TXN0045365,2024-08-07 23:51:52,18.17,16,25,4,pharmacy,domestic,1,100,0,173.3,1,1,0
TXN0045366,2024-08-08 00:24:47,310.66,20,14,1,online_retail,online_only,1,104,0,90.2,1,1,0
TXN0045367,2024-08-08 00:34:38,178.53,5,6,1,travel,home_city,1,56,0,18.4,1,1,0
TXN0045368,2024-08-08 00:35:20,1230.26,10,5,1,restaurant,online_only,0,93,0,120.2,1,1,0
TXN0045369,2024-08-08 00:36:17,37.76,7,17,2,restaurant,home_city,1,69,0,115.2,1,1,0
TXN0045370,2024-08-08 00:43:18,33.81,15,22,1,restaurant,home_city,1,47,0,92.0,1,1,0
TXN0045371,2024-08-08 00:51:19,32.87,23,6,3,grocery,domestic,0,20,0,65.9,1,1,0
TXN0045372,2024-08-08 00:58:46,156.48,17,20,3,restaurant,home_city,0,37,0,81.2,1,1,0
TXN0045373,2024-08-08 01:00:13,370.4,14,24,1,online_retail,domestic,1,112,0,90.0,1,1,0
TXN0045374,2024-08-08 01:01:23,15.78,16,18,3,restaurant,online_only,0,9,0,50.2,1,1,0
TXN0045375,2024-08-08 01:04:51,34.53,18,29,2,restaurant,online_only,0,55,0,23.5,1,1,0
TXN0045376,2024-08-08 01:13:16,10.57,18,3,1,travel,domestic,1,109,0,170.2,1,1,0
TXN0045377,2024-08-08 01:13:34,93.96,10,10,3,restaurant,online_only,1,33,0,130.8,1,1,0
TXN0045378,2024-08-08 01:15:37,28.1,10,10,1,grocery,home_city,1,31,0,197.9,1,1,0
TXN0045379,2024-08-08 01:22:01,15.98,13,20,2,online_retail,online_only,1,53,0,2.6,1,1,0
TXN0045380,2024-08-08 01:26:40,12.36,14,10,1,grocery,home_city,1,102,0,63.8,1,1,0
TXN0045381,2024-08-08 01:27:01,23.87,1,25,1,pharmacy,home_city,0,119,0,42.3,1,1,0
TXN0045382,2024-08-08 01:27:03,63.07,12,17,2,grocery,home_city,1,53,0,139.1,1,1,0
TXN0045383,2024-08-08 01:33:59,196.72,11,21,4,online_retail,home_city,1,92,0,112.1,1,1,0
TXN0045384,2024-08-08 01:35:02,26.22,13,4,1,restaurant,home_city,1,13,0,109.8,0,1,0
TXN0045385,2024-08-08 01:48:55,82.98,8,27,2,travel,home_city,1,90,0,0.1,0,0,0
TXN0045386,2024-08-08 01:52:42,27.68,15,17,4,crypto_exchange,home_city,1,13,0,10.7,1,1,0
TXN0045387,2024-08-08 02:00:40,12.53,7,3,1,restaurant,home_city,1,87,0,185.0,1,1,0
TXN0045388,2024-08-08 02:01:19,341.23,21,5,3,entertainment,home_city,1,99,0,111.7,1,1,0
TXN0045389,2024-08-08 02:03:05,466.8,4,25,2,grocery,domestic,1,100,0,33.6,1,1,0
TXN0045390,2024-08-08 02:06:50,696.1,20,29,3,grocery,home_city,0,30,0,98.1,1,1,0
TXN0045391,2024-08-08 02:07:27,21.01,14,16,5,travel,home_city,1,77,0,192.2,1,1,0
TXN0045392,2024-08-08 02:21:51,59.19,14,15,1,luxury_goods,home_city,1,104,1,98.0,1,1,0
TXN0045393,2024-08-08 02:31:23,20.44,15,4,1,online_retail,home_city,1,82,0,34.5,1,1,0
TXN0045394,2024-08-08 02:33:30,16.36,21,7,1,grocery,online_only,1,23,0,156.1,1,0,0
TXN0045395,2024-08-08 02:35:28,154.14,14,19,2,grocery,home_city,1,95,0,111.7,1,1,0
TXN0045396,2024-08-08 02:41:58,39.01,15,3,1,pharmacy,home_city,1,104,0,52.5,1,1,0
TXN0045397,2024-08-08 02:46:14,215.06,0,2,8,online_retail,domestic,0,5,0,3127.5,0,1,1
TXN0045398,2024-08-08 02:54:49,141.44,9,14,3,grocery,domestic,1,35,0,37.7,0,0,0
TXN0045399,2024-08-08 03:14:40,35.99,7,9,2,travel,home_city,1,53,0,86.0,1,1,0
TXN0045400,2024-08-08 03:30:29,12.27,15,12,1,travel,domestic,1,48,0,71.2,1,1,0
TXN0045401,2024-08-08 03:33:54,335.17,9,9,1,crypto_exchange,domestic,1,6,0,40.2,1,1,0
TXN0045402,2024-08-08 03:49:58,92.94,7,2,1,luxury_goods,online_only,1,46,0,159.5,1,1,0
TXN0045403,2024-08-08 03:52:01,208.49,10,10,4,pharmacy,home_city,1,100,0,168.8,1,1,0
TXN0045404,2024-08-08 03:57:01,16.99,9,25,3,grocery,international,1,95,0,128.5,1,1,0
TXN0045405,2024-08-08 04:02:12,153.71,8,14,2,restaurant,home_city,1,24,0,91.3,1,1,0
TXN0045406,2024-08-08 04:16:37,86.31,11,9,2,online_retail,home_city,1,23,0,195.6,1,1,0
TXN0045407,2024-08-08 04:22:22,40.79,17,9,1,crypto_exchange,home_city,1,92,0,144.1,1,1,0
TXN0045408,2024-08-08 04:27:07,324.38,6,8,2,atm_withdrawal,home_city,1,114,0,115.2,1,1,0
TXN0045409,2024-08-08 04:29:07,55.97,17,8,1,atm_withdrawal,domestic,1,90,0,33.7,1,1,0
TXN0045410,2024-08-08 04:48:11,51.08,14,22,2,utilities,home_city,1,66,0,96.2,1,1,0
TXN0045411,2024-08-08 05:02:48,73.36,2,20,1,restaurant,international,1,32,0,57.2,1,1,0
TXN0045412,2024-08-08 05:15:00,35.28,14,23,1,restaurant,domestic,1,105,0,94.7,1,0,0
TXN0045413,2024-08-08 05:16:28,37.82,14,25,5,entertainment,home_city,1,111,0,77.6,1,1,0
TXN0045414,2024-08-08 05:25:56,32.7,14,6,2,online_retail,international,1,85,0,163.0,1,1,0
TXN0045415,2024-08-08 05:29:58,41.74,15,29,5,online_retail,home_city,1,96,0,196.8,1,0,0
TXN0045416,2024-08-08 05:30:18,42.1,7,20,2,online_retail,domestic,1,58,0,51.0,1,1,0
TXN0045417,2024-08-08 05:37:57,109.73,12,10,2,grocery,home_city,1,90,0,129.5,1,1,0
TXN0045418,2024-08-08 05:38:43,26.27,20,16,5,grocery,domestic,1,15,0,35.8,1,1,0
TXN0045419,2024-08-08 05:46:28,53.85,2,3,1,grocery,domestic,1,42,0,105.9,1,1,0
TXN0045420,2024-08-08 06:03:04,23.88,5,29,3,restaurant,home_city,1,76,0,95.3,0,1,0
TXN0045421,2024-08-08 06:10:51,541.35,12,14,1,entertainment,home_city,0,20,0,26.0,1,1,0
TXN0045422,2024-08-08 06:11:42,328.42,10,15,1,online_retail,home_city,1,20,0,50.2,1,0,0
TXN0045423,2024-08-08 06:19:52,234.38,14,14,4,travel,online_only,1,14,0,74.4,1,1,0
TXN0045424,2024-08-08 06:19:56,42.26,8,23,1,grocery,home_city,1,13,0,39.0,1,1,0
TXN0045425,2024-08-08 06:28:35,17.09,18,4,1,restaurant,home_city,1,62,0,32.3,1,1,0
TXN0045426,2024-08-08 06:51:13,58.08,7,13,3,utilities,home_city,1,39,0,56.3,1,1,0
TXN0045427,2024-08-08 06:54:37,14.41,11,2,1,restaurant,home_city,1,21,0,111.8,1,1,0
TXN0045428,2024-08-08 07:12:09,28.64,17,20,3,grocery,domestic,0,119,0,195.3,0,1,0
TXN0045429,2024-08-08 07:16:13,63.11,16,3,2,pharmacy,home_city,1,112,0,91.9,1,1,0
TXN0045430,2024-08-08 07:23:09,49.26,17,22,1,crypto_exchange,international,1,7,0,90.5,1,1,0
TXN0045431,2024-08-08 07:25:02,6.52,8,26,1,online_retail,domestic,0,86,0,133.1,1,1,0
TXN0045432,2024-08-08 07:26:58,111.25,16,9,1,travel,home_city,1,104,0,62.7,1,1,0
TXN0045433,2024-08-08 07:28:54,3.97,17,3,1,grocery,home_city,1,43,0,16.4,1,1,0
TXN0045434,2024-08-08 07:31:26,15.66,5,27,3,entertainment,domestic,1,21,0,112.7,1,1,0
TXN0045435,2024-08-08 07:33:16,7.95,22,10,1,crypto_exchange,home_city,1,59,0,7.4,1,1,0
TXN0045436,2024-08-08 07:39:51,171.42,9,2,2,restaurant,domestic,0,67,0,100.8,0,1,0
TXN0045437,2024-08-08 07:41:02,17.61,6,8,1,travel,international,1,108,0,172.8,1,1,0
TXN0045438,2024-08-08 08:07:20,6.49,15,1,3,grocery,domestic,1,65,0,49.7,1,1,0
TXN0045439,2024-08-08 08:09:06,237.2,15,4,5,crypto_exchange,home_city,1,58,0,23.2,0,1,0
TXN0045440,2024-08-08 08:15:56,537.36,16,13,1,restaurant,domestic,1,14,0,188.1,1,1,0
TXN0045441,2024-08-08 08:18:10,193.57,15,8,1,grocery,home_city,1,36,0,76.7,0,0,0
TXN0045442,2024-08-08 08:22:33,120.72,10,7,2,restaurant,domestic,1,26,0,49.9,1,1,0
TXN0045443,2024-08-08 08:23:01,14.57,20,17,1,grocery,domestic,1,7,0,111.7,1,1,0
TXN0045444,2024-08-08 08:29:21,7.71,10,11,2,travel,home_city,1,106,0,135.3,1,1,0
TXN0045445,2024-08-08 08:44:01,14.06,14,10,5,grocery,home_city,1,74,0,98.6,1,1,0
TXN0045446,2024-08-08 08:56:56,4539.11,4,3,6,crypto_exchange,international,0,2,0,2961.9,0,0,1
TXN0045447,2024-08-08 08:57:04,166.84,12,11,1,atm_withdrawal,home_city,1,107,0,8.1,1,1,0
TXN0045448,2024-08-08 08:59:21,6.47,13,23,1,grocery,home_city,1,24,0,120.8,1,1,0
TXN0045449,2024-08-08 09:04:00,18.37,13,25,3,grocery,online_only,0,106,0,7.8,1,1,0
TXN0045450,2024-08-08 09:08:35,35.22,15,27,1,travel,international,1,119,0,86.5,1,1,0
TXN0045451,2024-08-08 09:15:55,10.15,8,3,1,grocery,domestic,0,53,0,46.4,1,1,0
TXN0045452,2024-08-08 09:18:28,75.59,19,6,1,restaurant,online_only,1,87,0,99.8,1,1,0
TXN0045453,2024-08-08 09:33:41,26.09,17,18,1,restaurant,online_only,1,112,0,44.6,1,1,0
TXN0045454,2024-08-08 09:39:38,26.1,15,22,2,grocery,home_city,1,53,0,54.8,1,1,0
TXN0045455,2024-08-08 09:40:52,10.99,16,20,1,restaurant,home_city,1,46,0,54.9,1,1,0
TXN0045456,2024-08-08 09:51:04,110.09,10,2,4,restaurant,domestic,0,24,0,50.1,1,1,0
TXN0045457,2024-08-08 09:59:11,43.64,21,12,4,restaurant,home_city,1,45,0,62.6,1,1,0
TXN0045458,2024-08-08 10:28:38,168.19,8,12,1,online_retail,home_city,1,70,0,46.3,1,1,0
TXN0045459,2024-08-08 10:39:07,69.15,7,14,1,restaurant,domestic,1,85,0,177.9,1,1,0
TXN0045460,2024-08-08 10:50:54,87.43,15,0,2,restaurant,home_city,1,36,0,99.3,0,0,0
TXN0045461,2024-08-08 11:14:24,89.89,11,9,1,online_retail,home_city,1,62,0,165.9,1,1,0
TXN0045462,2024-08-08 11:22:13,63.15,13,4,1,restaurant,home_city,1,32,0,53.9,1,1,0
TXN0045463,2024-08-08 11:36:36,198.75,18,28,1,pharmacy,international,0,25,0,122.1,1,1,0
TXN0045464,2024-08-08 11:46:50,1064.34,7,11,4,restaurant,home_city,1,61,0,36.4,1,1,0
TXN0045465,2024-08-08 12:04:25,254.89,14,22,1,grocery,domestic,1,77,0,112.2,1,1,0
TXN0045466,2024-08-08 12:20:33,9.85,15,1,1,pharmacy,home_city,1,116,0,110.1,1,1,0
TXN0045467,2024-08-08 12:25:09,41.93,0,28,3,restaurant,home_city,1,58,0,65.9,1,1,0
TXN0045468,2024-08-08 12:31:34,36.26,2,22,1,grocery,online_only,1,23,0,116.0,1,1,0
TXN0045469,2024-08-08 12:48:02,102.76,3,19,1,online_retail,international,1,26,0,131.1,1,1,0
TXN0045470,2024-08-08 12:48:31,202.52,18,6,2,online_retail,home_city,1,75,0,5.0,1,1,0
TXN0045471,2024-08-08 13:07:39,8.72,5,5,2,grocery,online_only,1,120,0,122.1,1,1,0
TXN0045472,2024-08-08 13:11:34,68.37,10,9,3,grocery,home_city,1,120,0,101.8,1,1,0
TXN0045473,2024-08-08 13:22:50,284.98,16,2,1,restaurant,home_city,1,96,0,53.6,1,1,0
TXN0045474,2024-08-08 13:23:31,25.93,11,12,1,online_retail,domestic,0,55,1,91.8,1,1,0
TXN0045475,2024-08-08 13:34:38,787.76,14,6,1,luxury_goods,home_city,1,88,1,138.2,1,1,0
TXN0045476,2024-08-08 13:35:54,15.55,13,27,1,travel,home_city,1,18,0,105.7,1,1,0
TXN0045477,2024-08-08 13:43:25,83.17,15,16,1,restaurant,domestic,1,109,0,146.9,1,1,0
TXN0045478,2024-08-08 13:58:12,112.86,16,0,4,restaurant,home_city,1,78,0,55.8,1,1,0
TXN0045479,2024-08-08 13:58:48,56.38,10,2,1,restaurant,online_only,1,30,0,155.5,1,1,0
TXN0045480,2024-08-08 14:00:20,17.93,14,0,2,grocery,domestic,1,113,0,85.6,1,1,0
TXN0045481,2024-08-08 14:05:49,175.04,10,16,1,online_retail,home_city,0,113,0,52.3,1,1,0
TXN0045482,2024-08-08 14:24:30,30.47,14,17,1,grocery,home_city,1,31,0,120.6,1,1,0
TXN0045483,2024-08-08 14:31:18,63.92,4,19,1,travel,home_city,1,117,0,19.4,1,1,0
TXN0045484,2024-08-08 14:37:30,267.58,7,13,1,travel,domestic,1,15,0,122.3,1,1,0
TXN0045485,2024-08-08 14:43:35,6.16,17,6,1,atm_withdrawal,home_city,1,98,0,131.6,1,1,0
TXN0045486,2024-08-08 15:32:42,224.07,9,16,2,online_retail,domestic,1,72,0,57.6,1,1,0
TXN0045487,2024-08-08 15:33:48,244.53,13,29,1,luxury_goods,international,1,112,0,189.0,1,1,0
TXN0045488,2024-08-08 15:39:01,93.89,16,2,2,travel,home_city,1,56,0,178.3,1,1,0
TXN0045489,2024-08-08 16:26:41,23.92,14,28,1,grocery,home_city,1,117,0,169.2,1,1,0
TXN0045490,2024-08-08 16:26:43,28.93,9,27,5,online_retail,home_city,1,71,0,69.6,1,1,0
TXN0045491,2024-08-08 16:30:28,225.4,8,8,1,atm_withdrawal,online_only,0,50,0,160.0,1,1,0
TXN0045492,2024-08-08 16:35:23,149.67,21,27,2,entertainment,domestic,1,33,0,161.2,1,1,0
TXN0045493,2024-08-08 16:40:17,13.0,10,10,3,atm_withdrawal,home_city,1,23,0,54.7,1,1,0
TXN0045494,2024-08-08 17:01:11,111.26,20,6,1,online_retail,home_city,1,111,0,18.4,1,1,0
TXN0045495,2024-08-08 17:21:06,164.57,12,9,1,online_retail,home_city,1,9,0,162.6,1,1,0
TXN0045496,2024-08-08 17:23:02,106.22,11,0,1,online_retail,domestic,1,77,0,34.5,1,1,0
TXN0045497,2024-08-08 17:30:58,57.0,11,5,1,luxury_goods,online_only,1,16,0,138.2,1,1,0
TXN0045498,2024-08-08 17:37:48,243.18,14,4,2,travel,domestic,1,46,0,109.5,1,1,0
TXN0045499,2024-08-08 17:41:02,88.6,17,0,3,utilities,domestic,1,9,0,45.0,1,1,0
TXN0045500,2024-08-08 17:42:10,264.44,14,14,3,grocery,home_city,1,13,0,2.0,0,1,0
TXN0045501,2024-08-08 17:58:09,5.48,12,8,2,luxury_goods,online_only,1,56,0,24.4,1,0,0
TXN0045502,2024-08-08 17:59:08,27.31,12,2,1,pharmacy,home_city,1,50,0,146.7,1,1,0
TXN0045503,2024-08-08 18:01:46,16.18,2,0,1,luxury_goods,home_city,1,31,0,186.0,1,1,0
TXN0045504,2024-08-08 18:14:34,82.46,18,28,2,grocery,home_city,0,61,0,146.0,0,1,0
TXN0045505,2024-08-08 18:28:23,33.29,13,13,5,restaurant,international,1,20,0,181.9,1,1,0
TXN0045506,2024-08-08 18:30:16,77.75,8,30,1,travel,home_city,1,30,0,171.5,1,1,0
TXN0045507,2024-08-08 18:36:18,275.92,9,13,1,grocery,online_only,1,36,0,76.6,1,1,0
TXN0045508,2024-08-08 18:37:40,73.42,9,15,1,restaurant,home_city,1,82,0,70.1,1,1,0
TXN0045509,2024-08-08 18:44:29,32.67,10,8,2,restaurant,home_city,1,55,0,109.3,0,1,0
TXN0045510,2024-08-08 18:46:12,52.86,15,28,3,restaurant,home_city,1,13,0,160.9,1,1,0
TXN0045511,2024-08-08 18:48:28,10.92,9,26,4,grocery,home_city,0,110,0,104.7,1,1,0
TXN0045512,2024-08-08 18:56:19,10.97,7,20,1,luxury_goods,international,1,42,0,8.7,1,1,0
TXN0045513,2024-08-08 18:56:59,177.87,13,9,1,crypto_exchange,home_city,1,47,0,150.3,1,1,0
TXN0045514,2024-08-08 18:59:34,73.97,10,13,1,grocery,online_only,1,102,0,71.2,1,1,0
TXN0045515,2024-08-08 19:10:55,38.28,14,16,2,utilities,home_city,1,95,0,95.9,1,1,0
TXN0045516,2024-08-08 19:12:10,57.12,1,11,1,pharmacy,home_city,1,103,0,184.6,1,0,0
TXN0045517,2024-08-08 19:25:38,22.99,12,25,2,crypto_exchange,domestic,0,35,1,33.8,1,1,0
TXN0045518,2024-08-08 19:37:20,69.1,0,11,2,travel,home_city,1,25,0,155.7,1,1,0
TXN0045519,2024-08-08 19:40:03,77.34,17,2,4,online_retail,online_only,1,51,0,53.5,1,1,0
TXN0045520,2024-08-08 19:57:05,230.99,14,13,2,grocery,home_city,0,93,0,104.4,1,1,0
TXN0045521,2024-08-08 20:00:49,80.51,9,24,2,restaurant,home_city,1,85,0,148.3,1,1,0
TXN0045522,2024-08-08 20:02:44,9.99,20,23,1,utilities,home_city,1,78,0,181.1,1,1,0
TXN0045523,2024-08-08 20:11:56,36.72,7,23,4,restaurant,domestic,0,45,0,103.8,1,1,0
TXN0045524,2024-08-08 20:12:55,155.22,19,24,3,online_retail,domestic,1,53,0,188.0,1,1,0
TXN0045525,2024-08-08 20:12:59,67.05,15,0,1,online_retail,home_city,1,37,0,129.0,1,1,0
TXN0045526,2024-08-08 20:18:32,81.79,10,17,3,restaurant,international,1,74,1,75.9,1,1,0
TXN0045527,2024-08-08 20:22:46,32.32,9,21,1,restaurant,international,1,79,0,136.0,1,1,0
TXN0045528,2024-08-08 20:23:54,204.04,20,23,1,online_retail,domestic,1,70,0,16.5,1,1,0
TXN0045529,2024-08-08 20:31:25,44.0,13,6,1,pharmacy,home_city,1,75,0,1.9,1,1,0
TXN0045530,2024-08-08 20:38:01,12.07,15,4,1,restaurant,international,1,43,0,47.7,1,1,0
TXN0045531,2024-08-08 20:39:55,20.53,19,18,1,grocery,home_city,1,62,0,78.3,1,1,0
TXN0045532,2024-08-08 20:46:45,574.28,19,12,1,online_retail,online_only,1,14,0,173.0,1,1,0
TXN0045533,2024-08-08 20:56:02,74.44,3,27,2,online_retail,domestic,1,77,0,109.2,1,1,0
TXN0045534,2024-08-08 20:56:47,4.99,21,25,5,online_retail,domestic,1,67,0,119.3,1,1,0
TXN0045535,2024-08-08 20:59:33,384.95,22,24,1,grocery,home_city,1,30,0,159.7,1,1,0
TXN0045536,2024-08-08 21:06:03,13.12,21,29,1,pharmacy,home_city,1,34,0,153.8,1,1,0
TXN0045537,2024-08-08 21:15:40,57.61,16,14,2,travel,online_only,1,59,0,33.6,1,1,0
TXN0045538,2024-08-08 21:35:32,33.42,19,26,2,restaurant,domestic,1,114,0,112.8,1,1,0
TXN0045539,2024-08-08 21:39:26,69.28,12,1,1,online_retail,home_city,1,31,0,88.1,1,1,0
TXN0045540,2024-08-08 21:43:29,63.66,13,15,1,restaurant,home_city,1,94,0,128.7,1,1,0
TXN0045541,2024-08-08 21:44:36,40.79,16,27,1,grocery,online_only,1,113,0,5.4,1,0,0
TXN0045542,2024-08-08 22:00:04,34.97,9,3,1,restaurant,home_city,1,71,0,36.4,1,1,0
TXN0045543,2024-08-08 22:00:33,107.0,12,6,4,restaurant,domestic,1,53,0,105.3,1,1,0
TXN0045544,2024-08-08 22:10:22,38.1,15,24,1,grocery,home_city,0,40,0,12.8,0,1,0
TXN0045545,2024-08-08 22:21:04,13.03,15,29,1,grocery,home_city,0,96,0,59.2,1,1,0
TXN0045546,2024-08-08 22:24:12,117.44,19,3,2,restaurant,home_city,1,43,0,79.3,1,1,0
TXN0045547,2024-08-08 22:31:50,169.85,10,2,2,luxury_goods,domestic,1,6,0,11.4,1,1,0
TXN0045548,2024-08-08 22:34:54,60.97,9,15,1,grocery,domestic,1,94,0,91.1,1,1,0
TXN0045549,2024-08-08 22:38:32,13.57,8,18,2,grocery,domestic,1,86,0,144.2,1,1,0
TXN0045550,2024-08-08 22:45:41,95.39,12,5,2,restaurant,home_city,1,113,0,145.8,1,1,0
TXN0045551,2024-08-08 22:46:34,42.73,11,26,1,online_retail,home_city,1,93,0,67.6,1,1,0
TXN0045552,2024-08-08 22:51:22,188.47,1,14,2,crypto_exchange,domestic,1,94,0,89.7,0,1,0
TXN0045553,2024-08-08 22:58:52,154.2,9,6,3,pharmacy,domestic,1,117,0,174.3,1,1,0
TXN0045554,2024-08-08 22:59:33,159.12,14,14,1,pharmacy,online_only,1,8,0,21.3,1,1,0
TXN0045555,2024-08-08 23:01:10,68.43,20,4,3,restaurant,international,1,37,0,58.9,0,1,0
